id,carnegie_basic,carnegie_undergrad,carnegie_size_setting,minority_serving_historically_black,minority_serving_predominantly_black,minority_serving_annh,minority_serving_tribal,minority_serving_aanipi,minority_serving_hispanic,minority_serving_nant,men_only,women_only,religious_affiliation,admission_rate_overall,admission_rate_by_ope_id,attendance_academic_year,attendance_program_year,tuition_in_state,tuition_out_of_state,tuition_program_year,tuition_revenue_per_fte,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,pell_grant_rate,completion_rate_4yr_150nt,completion_rate_less_than_4yr_150nt
226107,8,1,2,0,0,0,0,0,0,0,0,0,,,,8375,,4288,14248,,3499,5306,5333,0.4808,0.3477,,0.2186
226116,7,1,2,0,0,0,0,0,1,0,0,0,,,,12368,,5924,18374,,5093,9739,4711,0.6579,0.3067,,0.1792
226125,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,9112,,,9550,4691,2670,,,0.7915,,0.5167
226134,4,1,4,0,0,0,0,0,1,0,0,0,,,,11322,,3300,5748,,936,4240,6600,0.6475,0.4798,,0.3236
226152,18,7,12,0,0,0,0,0,1,0,0,0,,0.4959,0.495880536,13629,,7143,17411,,4382,6708,8409,0.6356,0.6004,0.4365,
226204,7,1,3,0,0,0,0,0,1,0,0,0,,,,11245,,1672,3520,,1872,4797,7426,0.4439,0.209,,0.3589
226231,19,9,10,0,0,0,0,0,0,0,0,0,42,0.4708,0.470786517,41598,,29320,29320,,15563,9208,6314,0.3974,0.2952,0.6021,
226277,11,4,2,0,0,0,0,0,0,0,0,0,,,,,24410,,,21164,11214,4106,4035,0.9074,0.6844,,0.7054
226383,19,13,10,0,0,0,0,0,0,0,0,0,74,0.9407,0.940740741,32923,,21794,21794,,13886,8353,6412,0.5106,0.3535,0.4673,
226408,8,1,3,0,0,0,0,0,1,0,0,0,,,,7510,,1773,3873,,1835,6376,6204,1,0.207,,0.2129
226471,18,13,14,0,0,0,0,0,0,0,0,0,54,0.7884,0.788394257,38470,,27600,27600,,18655,9291,7869,1,0.4033,0.4833,
226578,2,1,4,0,0,0,0,0,1,0,0,0,,,,12869,,3450,3990,,2346,5114,7212,1,0.3949,,0.296
226587,22,11,11,0,0,0,0,0,1,0,0,0,71,0.4335,0.433532284,39110,,26887,26887,,14975,9311,6226,0.9881,0.4669,0.3636,
226675,-2,-2,-2,0,0,0,0,0,0,0,0,0,30,,,,,,,,8087,12965,,,0.301,,0.5
226806,14,5,9,0,0,0,0,0,0,0,0,0,,,,13648,,2670,5490,,2671,6759,6774,0.4908,0.2364,0.1905,
226833,18,7,13,0,0,0,0,0,0,0,0,0,,0.814,0.813953488,18028,,8694,10644,,6635,9201,7698,0.7556,0.3879,0.4455,
226860,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,13975,,,10100,2485,848,,,0.5333,,0.6154
226879,23,7,6,0,0,0,0,0,0,0,0,0,,,,24020,,13654,13654,,17893,5610,5028,,0.6188,0.3889,
226903,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29490,,,16800,12409,2024,,,0.5777,,0.5275
226930,3,1,3,0,0,0,0,0,1,0,0,0,,,,10196,,1770,5220,,1337,4102,7525,0.2823,0.3015,,0.1038
227003,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21637,,,12211,8520,4864,,,0.6477,,0.6107
227058,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15211,,,15225,7366,2949,,,0.6035,,0.4565
227146,4,1,4,0,0,0,0,0,0,0,0,0,,,,15990,,2400,5400,,2765,3182,6212,0.3044,0.3031,,0.1852
227155,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16305,,,11650,2535,1188,,,0.0196,,1
227182,2,1,5,0,0,0,0,0,1,0,0,0,,,,11411,,1600,3760,,1684,3944,7043,1,0.2644,,0.122
227191,3,1,3,0,0,0,0,1,1,0,0,0,,,,10846,,1770,5220,,2009,5176,7494,0.2732,0.25,,0.1423
227216,15,13,15,0,0,0,0,0,0,0,0,0,,0.7241,0.724075067,21907,,10544,20504,,9511,6155,10813,1,0.3566,0.5431,
227225,6,2,2,0,0,0,0,0,1,0,0,0,,,,13170,,2729,6029,,2313,7389,6054,1,0.4452,,0.2231
227289,24,0,18,0,0,0,0,0,0,0,0,0,30,,,,,,,,11733,29706,4682,0.8621,,,
227298,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29735,,,21300,26645,5088,,,0.7073,,0.7365
227304,5,1,3,0,0,0,0,0,1,0,0,0,,,,13243,,2778,4842,,2235,6154,6338,0.3854,0.248,,0.2548
227313,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20594,,,13200,9284,2041,,,0.7514,,0.6194
227322,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20366,,,13200,10165,1785,,,0.6528,,0.6059
227331,17,11,10,0,0,0,0,0,1,0,0,0,30,0.913,0.912953674,37121,,28192,28192,,19629,10707,7062,0.3531,0.5825,0.3827,
227368,16,7,15,0,0,0,0,0,1,0,0,0,,0.8048,0.80483871,13401,,7587,17547,,4479,7317,7573,0.8718,0.6164,0.4481,
227377,6,1,3,0,0,0,0,0,1,0,0,0,,,,9650,,3198,5598,,3780,3125,5984,0.5538,0.5051,,0.1886
227386,5,2,2,0,0,0,0,0,0,0,0,0,,,,13431,,1872,3960,,2052,4421,5835,1,0.1163,,0.3045
227401,6,1,3,0,0,0,0,0,0,0,0,0,,,,12847,,2400,5400,,2143,3978,6235,0.4655,0.3181,,0.3179
227429,22,11,8,1,0,0,0,0,0,0,0,0,51,0.5431,0.543103448,17509,,8495,8495,,5911,2739,5533,0.25,0.7179,0.1923,
227526,18,11,14,1,0,0,0,0,0,0,0,0,,0.7893,0.789317969,22444,,9959,23488,,4955,7537,7653,0.8147,0.6469,0.3479,
227687,1,2,2,0,0,0,0,0,0,0,0,0,,,,11541,,3065,5765,,2663,3991,4060,0.3469,0.2666,,0.299
227748,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,26195,,16757,16757,,13906,2759,,,0.687,,0.7273
227757,15,14,14,0,0,0,0,0,0,0,0,0,,0.1586,0.158556165,60518,,45608,45608,,23661,42825,15481,0.8217,0.1354,0.9144,
227766,3,1,4,0,0,0,0,1,1,0,0,0,,,,9906,,1770,5220,,1674,4501,7929,0.2183,0.2626,,0.1465
227836,13,4,1,0,0,0,0,0,0,0,0,0,,,,,23260,,,16462,10169,1562,3955,,0.7547,,0.7231
227845,18,15,13,0,0,0,0,0,1,0,0,0,30,0.8418,0.84181917,54598,,43300,43300,,23300,9932,8648,0.431,0.355,0.6359,
227854,9,1,4,1,0,0,0,0,0,0,0,0,,,,12389,,2760,13770,,1293,5850,6408,0.5828,0.2157,,0.2329
227863,18,13,9,0,0,0,0,1,1,0,0,0,30,0.8094,0.809433962,42587,,32660,32660,,17017,12665,7585,0.9551,0.3538,0.5726,
227881,17,13,15,0,0,0,0,0,0,0,0,0,,0.7439,0.74392312,20791,,8062,18022,,8572,6570,7577,0.7895,0.3543,0.5127,
227924,3,1,4,0,0,0,0,0,1,0,0,0,,,,12483,,2760,13770,,1000,4573,7506,0.501,0.293,,0.1811
227979,5,1,5,0,0,0,0,0,1,0,0,0,,,,13080,,1500,4140,,3275,7085,6920,0.3062,0.2456,,0.2759
228042,22,13,11,0,0,0,0,0,1,0,0,0,66,0.9236,0.923599321,36243,,26900,26900,,13849,8037,6654,0.6691,0.3549,0.4764,
228088,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19656,,,15550,12896,5272,,,0.6383,,0.6842
228149,18,12,14,0,0,0,0,0,1,0,0,0,30,0.799,0.799015219,40087,,29300,29300,,16766,11475,10056,0.6215,0.4539,0.6279,
228158,5,2,4,0,0,0,0,0,1,0,0,0,,,,8415,,2240,3848,,2602,5369,5741,0.6407,0.3995,,0.1955
228185,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,11865,,,8300,3839,1144,,,0.5625,,0.6563
228194,31,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,26327,17862,15960,0.4298,,,
228200,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,30366,,,18360,14843,4688,,,0.8475,,0.6674
228219,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29967,,,18360,16179,4666,,,0.8803,,0.6867
228246,16,14,14,0,0,0,0,0,0,0,0,0,71,0.4877,0.487659963,69358,,52498,52498,,29021,17462,12582,0.6694,0.1268,0.8054,
228282,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,27390,,,14500,8624,3195,,,0.9348,,0.7869
228316,2,1,3,0,0,0,0,0,1,0,0,0,,,,12510,,2286,5356,,1754,3899,5434,0.7129,0.4093,,0.2866
228325,20,11,11,0,0,0,0,0,0,0,0,0,27,0.2788,0.278805121,33709,,19994,19994,,12715,5721,5002,0.6084,0.5197,0.4444,
228343,21,14,11,0,0,0,0,0,0,0,0,0,71,0.4314,0.431405759,52553,,40560,40560,,16512,12509,8141,0.7532,0.2539,0.7384,
228431,17,13,16,0,0,0,0,0,0,0,0,0,,0.6543,0.65427308,20735,,7716,17676,,7549,7126,7475,0.7376,0.3994,0.4377,
228459,16,13,15,0,0,0,0,0,1,0,0,0,,0.7298,0.729785394,21383,,9985,21605,,8234,7145,7960,0.7473,0.3518,0.5394,
228468,22,11,8,0,0,0,0,0,1,0,0,0,95,0.6237,0.623703704,31012,,20732,20732,,13640,9824,6247,0.5652,0.5158,0.3701,
228486,23,10,8,1,0,0,0,0,0,0,0,0,74,,,15500,,8136,8136,,5932,2476,3451,0.5,0.6597,0.989,
228501,18,7,10,0,0,0,0,0,1,0,0,0,,0.9963,0.996296296,19544,,8072,20522,,3587,5101,6168,0.6448,0.5479,0.2222,
228529,18,7,16,0,0,0,0,0,0,0,0,0,,0.5038,0.50379178,20078,,7367,17111,,6155,7123,7699,0.5629,0.3956,0.4635,
228547,2,1,5,0,0,0,0,0,1,0,0,0,,,,10657,,1593,6885,,1722,5512,7056,0.3333,0.3195,,0.1951
228608,4,1,3,0,0,0,0,0,1,0,0,0,,,,9595,,2328,5976,,3100,5290,5769,1,0.4149,,0.1538
228635,25,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,11987,496868,9075,0.7647,,,
228644,25,11,9,0,0,0,0,0,1,0,0,0,,,,,,,,,12354,118235,9182,0.6472,0.277,,
228653,25,11,10,0,0,0,0,0,0,0,0,0,,,,,,,,,10794,102930,8552,0.9623,0.2124,,
228699,9,1,3,0,0,0,0,0,0,0,0,0,,,,11812,,2116,4588,,2516,4962,5747,0.5689,0.3759,,0.328
228705,16,11,13,0,0,0,0,0,1,0,0,0,,0.8413,0.841298199,21006,,8462,22102,,6792,7342,7668,0.7893,0.4472,0.3474,
228723,15,14,16,0,0,0,0,0,0,0,0,0,,0.7054,0.705391475,28143,,11234,36606,,10518,15658,11165,0.8521,0.2073,0.821,
228769,15,5,16,0,0,0,0,0,1,0,0,0,,0.7122,0.712235466,21154,,9952,25152,,7432,5326,9371,1,0.3421,0.4998,
228778,15,15,15,0,0,0,0,0,0,0,0,0,,0.3649,0.364861952,24933,,10398,36744,,10026,18022,12476,0.8405,0.2356,0.8285,
228787,15,15,16,0,0,0,0,0,0,0,0,0,,0.7603,0.760325672,24154,,11528,29656,,11493,10283,12831,0.7299,0.3346,0.6917,
228796,15,7,15,0,0,0,0,0,1,0,0,0,,1,1,16033,,7851,21596,,5847,7663,8902,0.6981,0.5597,0.4064,
228802,17,9,12,0,0,0,0,0,0,0,0,0,,0.6499,0.649940263,20118,,7822,20872,,6095,8310,8186,0.7228,0.3399,0.4241,
228866,26,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,32503,9890,5501,0.8378,,,
228875,16,15,16,0,0,0,0,0,0,0,0,0,61,0.4108,0.410840932,60135,,44760,44760,,26486,16985,11372,0.9761,0.1263,0.8262,
228884,22,11,8,1,0,0,0,0,0,0,0,0,55,,,20140,,10008,10008,,9268,3093,4172,0.7872,0.774,0.1613,
228909,25,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,11802,27130,,,,,
228981,22,12,11,0,0,0,0,0,1,0,0,0,22,0.4853,0.485333333,40085,,29960,29960,,11240,9594,6941,0.6591,0.3264,0.5151,
229018,18,5,13,0,0,0,0,0,1,0,0,0,,0.8946,0.894616266,18123,,5782,6622,,4825,9575,7648,0.5243,0.2839,0.4259,
229027,16,13,15,0,0,0,0,0,1,0,0,0,,0.7946,0.794590872,19906,,7969,19168,,7672,7043,9261,0.7177,0.4319,0.3666,
229036,10,4,1,0,0,0,0,0,0,0,0,0,,,,,25994,,,16434,9056,1604,5120,,0.6661,,0.7663
229063,16,11,12,1,0,0,0,0,0,0,0,0,,0.6666,0.666641016,24089,,9173,21623,,8389,11105,7650,0.6782,0.6268,0.2337,
229115,15,15,16,0,0,0,0,0,1,0,0,0,,0.6918,0.691791963,22615,,8860,18652,,9263,7193,8928,0.8819,0.2737,0.5928,
229160,17,13,10,0,0,0,0,0,1,0,0,0,71,0.3427,0.342689773,39601,,27800,27800,,18350,11976,7645,0.5667,0.2963,0.3457,
229179,17,7,15,0,0,0,0,0,1,0,0,0,,0.8571,0.857142857,17539,,7486,17446,,6019,6923,8332,0.9764,0.4143,0.3551,
229267,20,14,11,0,0,0,0,0,0,0,0,0,66,0.3844,0.384444734,54714,,41344,41344,,17740,18362,10866,0.781,0.1593,0.7972,
229300,25,11,12,0,0,0,0,0,0,0,0,0,,,,,,,,,11647,159953,10242,0.7071,0.3722,,
229337,25,11,12,0,0,0,0,0,0,0,0,0,,,,,,,,,8226,46679,8616,0.9564,0.2416,,
229355,14,7,12,0,0,0,0,0,0,0,0,0,,,,14266,,2784,5244,,2368,4977,5591,0.5184,0.3666,0.1695,
229416,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21608,,,42200,11845,3063,,,0.4836,,0.5666
229425,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18556,,,13200,9430,1677,,,0.1439,,0.619
229504,6,1,2,0,0,0,0,0,1,0,0,0,,,,11829,,3300,6600,,2377,4097,5171,0.5276,0.4017,,0.2235
229522,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14060,,,16500,6046,1528,,,1,,0.5556
229540,4,1,3,0,0,0,0,0,1,0,0,0,,,,11810,,2640,4650,,4010,7103,6109,0.2677,0.317,,0.1588
229656,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15082,,,14845,4025,2131,,,0.8051,,0.5833
229780,18,5,9,0,0,0,0,0,0,0,0,0,75,0.9876,0.987596899,27788,,18510,18510,,9887,8152,5235,1,0.3743,0.2006,
229799,4,1,3,0,0,0,0,0,0,0,0,0,,,,11957,,2440,5280,,2081,5721,5971,1,0.2532,,0.168
229814,18,9,13,0,0,0,0,0,0,0,0,0,,0.6136,0.613636364,20067,,7846,9117,,6881,7048,7663,0.7748,0.3534,0.4057,
229832,3,1,2,0,0,0,0,0,1,0,0,0,,,,11339,,2700,5010,,2561,2854,6131,1,0.1387,,0.3906
229841,4,2,3,0,0,0,0,1,1,0,0,0,,,,8858,,2342,4814,,4063,3968,6088,0.5669,0.225,,0.1708
229887,22,11,11,1,0,0,0,0,0,0,0,0,71,,,23300,,12306,12306,,7832,4374,5019,0.6264,0.717,0.2091,
229957,-2,-2,-2,0,0,0,0,0,0,0,0,0,,0.5,0.815384615,,23881,,,13865,26889,8769,,,0.4138,,0.5
230010,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,10679,,,4128,2523,8601,,,0.1376,,0.4198
230038,16,14,15,0,0,0,0,0,0,0,0,0,94,0.524,0.524031731,17801,,5460,5460,,5755,14412,10712,0.72,0.3643,0.827,
230047,22,15,11,0,0,0,0,0,0,0,0,0,94,0.3677,0.367664671,17178,,5400,5400,,3138,11982,9271,1,0.2359,0.5602,
230056,23,7,6,0,0,0,0,0,0,0,0,0,,,,25056,,14850,14850,,20046,6345,4258,0.3714,0.2333,0,
230065,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,15750,7924,7625,,,0.3094,,0.5
230135,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14997,,,13800,5345,1520,,,0.6349,,0.9375
230144,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,10026,,,14400,6630,839,,,0.6667,,0.7059
230162,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,383,1347,5793,,,0.0668,,0.5638
230171,23,6,12,0,0,0,0,0,0,0,0,0,,,,17429,,5080,14548,,5666,3887,7101,0.4024,0.3743,0.342,
230199,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,10208,,,12500,9358,8975,,,0.3,,0.8966
230205,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,10528,,,12500,6250,5745,,,0.2826,,0.9286
230214,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21258,,,15725,8835,4466,,,0.5327,,0.5738
230366,23,5,6,0,0,0,0,0,0,0,0,0,,,,22392,,14297,14297,,18106,5516,5663,0.3387,0.801,0.6481,
230418,4,3,2,0,0,0,0,0,0,0,0,0,94,,,11192,,3340,3340,,3093,4610,7288,0.0816,0.3025,,0.2898
230490,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,8381,,,3960,1542,8171,,,0.1402,,0.5396
230597,14,10,12,0,0,0,0,0,0,0,0,0,,,,14088,,3692,12382,,2403,5654,5413,1,0.2811,0.4828,
230603,18,12,12,0,0,0,0,0,0,0,0,0,,0.758,0.757974857,19516,,6676,20288,,7030,7110,6543,0.6871,0.3294,0.4677,
230621,26,10,6,0,0,0,0,0,0,0,0,0,,,,32176,,16968,16968,,15868,6091,6889,0.2857,0.7149,0.2957,
230630,21,10,6,0,0,0,0,0,0,0,0,0,,,,32358,,16968,16968,,18404,7823,4032,,0.6627,0.2872,
230676,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,10763,,,2610,1122,10022,,,0.0146,,0.7961
230728,16,9,15,0,0,0,0,0,0,0,0,0,,0.8908,0.890838959,17671,,7870,21520,,6286,9489,9058,0.9583,0.3428,0.4978,
230737,20,7,15,0,0,0,0,0,0,0,0,0,,,,13138,,5652,16066,,5150,5237,7897,0.3754,0.3161,0.298,
230746,2,1,5,0,0,0,0,0,0,0,0,0,,,,11518,,3781,12020,,3655,5881,6522,0.2166,0.2339,,0.221
230764,15,9,15,0,0,0,0,0,0,0,0,0,,0.6615,0.661517857,19406,,8884,28127,,11482,15420,9781,0.9057,0.2725,0.674,
230782,18,7,15,0,0,0,0,0,0,0,0,0,,,,15054,,5712,15260,,4869,6198,7802,0.9392,0.234,0.3349,
230807,18,13,10,0,0,0,0,0,0,0,0,0,,0.9271,0.927144536,43464,,33860,33860,,18546,12200,8012,1,0.236,0.6185,
230816,21,12,8,0,0,0,0,0,0,0,0,0,,0.5659,0.565870307,68420,,51920,51920,,29242,19463,9862,0.48,0.2039,0.6745,
230834,22,11,11,0,0,0,0,0,0,0,0,0,,0.8154,0.815411406,23173,,11970,27522,,12566,8176,6713,1,0.3281,0.5418,
230852,18,9,13,0,0,0,0,0,0,0,0,0,,0.7504,0.750432942,55724,,39818,39818,,18095,7754,8146,0.993,0.2111,0.6045,
230861,5,1,3,0,0,0,0,0,0,0,0,0,,,,15706,,6414,12678,,5335,3278,,,0.3033,,0.2137
230889,19,11,6,0,0,0,0,0,0,0,0,0,,1,1,26481,,16260,16260,,15966,9235,4824,0.1667,0.5825,0.4286,
230898,20,13,8,0,0,0,0,0,0,0,0,0,71,0.7829,0.782865583,48800,,37002,37002,,16062,8684,6494,1,0.3973,0.5071,
230913,20,11,10,0,0,0,0,0,0,0,0,0,,0.8695,0.86952381,23178,,11730,24690,,11080,9346,7115,1,0.4794,0.3782,
230931,-2,-2,-2,0,0,0,0,0,0,0,0,0,,0.9727,0.972735268,22332,,11730,23898,,12049,9089,6424,1,0.392,0.4271,
230940,21,11,8,0,0,0,0,0,0,0,0,0,,0.9669,0.966942149,54102,,40425,40425,,15503,21412,4738,1,0.3788,0.5161,
230959,21,14,11,0,0,0,0,0,0,0,0,0,,0.171,0.170950724,66332,,52496,52496,,42932,24986,11165,0.8864,0.1407,0.9452,
230977,32,7,7,0,0,0,0,0,0,0,0,0,,,,,29430,,,86760,10989,5358,5180,0.4737,0.3167,0.4154,
230995,18,9,13,0,0,0,0,0,0,0,0,0,,0.6453,0.645327103,54394,,38662,38662,,14732,7889,7544,0.4353,0.2622,0.5911,
231004,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18026,,,15950,10710,5114,,,0.4184,,0.7903
231059,21,10,11,0,0,0,0,0,0,0,0,0,30,0.851,0.851001939,55323,,43640,43640,,23576,10350,8349,1,0.1404,0.7841,
231068,19,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,182025,139785,5739,0.5517,,,
231077,22,11,8,0,0,0,0,0,0,0,0,0,30,0.5411,0.541082164,37400,,24000,24000,,9650,6204,4381,1,0.6348,0.3171,
231086,22,11,8,0,0,0,0,0,0,0,0,0,,0.9068,0.906779661,37775,,24775,24775,,13092,5762,5508,0.5,0.4706,0.451,
231095,21,11,8,0,0,0,0,0,0,0,0,0,,0.9429,0.942857143,48755,,37588,37588,,14730,11915,3556,0.4324,0.4589,0.4211,
231147,31,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,28852,23224,8684,0.9661,,,
231165,23,9,10,0,0,0,0,0,0,0,0,0,,0.633,0.633040936,25746,,14690,27002,,14959,13636,6549,1,0.3193,0.5179,
231174,16,14,17,0,0,0,0,0,0,0,0,0,,0.672,0.67195671,31606,,17740,41356,,24910,16636,9791,0.7961,0.1508,0.7495,
231280,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17053,,,17000,8692,2973,,,0.6855,,0.7143
231411,11,4,1,0,0,0,0,0,0,0,0,0,,0.7954,0.795389049,24683,,13250,13250,,20421,10938,4512,1,0.2954,,0.7316
231420,22,11,8,0,0,0,0,0,0,0,0,0,54,0.6102,0.609731201,42502,,33350,33350,,16471,11016,6050,1,0.4808,0.4048,
231536,2,1,3,0,0,0,0,0,0,0,0,0,,,,12499,,5252,11180,,3166,5484,6398,0.3641,0.3367,,0.3116
231554,22,11,7,0,0,0,0,0,0,0,0,0,54,0.9112,0.911242604,35857,,24800,24800,,10796,4276,5264,0.3482,0.5045,0.2053,
231581,21,12,11,0,0,0,0,0,0,0,0,0,58,0.5198,0.519817705,47161,,33820,33820,,10729,6268,6600,0.7791,0.2944,0.6115,
231624,16,14,14,0,0,0,0,0,0,0,0,0,,0.3592,0.359158233,35991,,22044,43670,,20919,15105,11189,0.7987,0.1112,0.921,
231651,17,5,12,0,0,0,0,0,0,0,0,0,,0.783,0.783009212,27995,,17288,17288,,12361,4269,7953,0.7462,0.5087,0.6087,
231688,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,12113,,,6580,7750,5100,,,1,,1
231697,3,1,3,0,0,0,0,0,0,0,0,0,,,,9415,,4726,10654,,3241,5234,6534,0.249,0.303,,0.3179
231712,20,12,14,0,0,0,0,0,0,0,0,0,,0.7239,0.723949338,28394,,13654,25850,,7726,8937,8526,0.6228,0.1469,0.7454,
231721,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15083,,,16500,9190,2402,,,0.75,,1
231785,23,7,6,0,0,0,0,0,0,0,0,0,,,,21780,,17624,17624,,16645,3078,4490,0.2237,0.7325,0.3402,
231828,23,5,6,0,0,0,0,0,0,0,0,0,,,,22529,,17288,17288,,16092,2964,5417,0.3051,0.6439,0.1957,
231837,26,7,6,0,0,0,0,0,0,0,0,0,,0.3922,0.392156863,40502,,25850,25850,,19441,13281,7008,0.4461,0.3149,0.4571,
231873,3,1,2,0,0,0,0,0,0,0,0,0,,,,10557,,4613,10541,,3001,6025,6481,0.2817,0.2637,,0.3363
231882,6,1,2,0,0,0,0,0,0,0,0,0,,,,11708,,4598,10526,,2264,6062,6477,0.3154,0.3615,,0.3281
231970,25,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,31141,36118,13548,0.9392,,,
232016,23,6,6,0,0,0,0,0,0,0,0,0,,,,28693,,15887,15887,,17474,3853,3088,,0.6692,0.5079,
232025,21,12,11,0,0,0,0,0,0,0,0,0,71,0.7223,0.72230014,47516,,33700,33700,,13192,12274,6903,1,0.3887,0.5182,
232043,19,13,11,0,0,0,0,0,0,0,0,0,69,0.5373,0.537337662,46075,,35800,35800,,16256,12276,6020,1,0.2621,0.6325,
232052,5,1,1,0,0,0,0,0,0,0,0,0,,,,10313,,4688,10616,,2397,9479,6379,0.4211,0.3872,,0.3016
232089,22,10,11,0,0,0,0,0,0,0,0,0,71,0.7193,0.719330855,45296,,33025,33025,,14779,7267,5983,1,0.5672,0.3462,
232186,15,15,16,0,0,0,0,0,0,0,0,0,,0.8132,0.813246986,25196,,11924,34370,,11746,12247,11045,0.5167,0.284,0.7086,
232195,2,1,3,0,0,0,0,0,0,0,0,0,,,,11438,,4801,10729,,3516,4662,6391,0.2716,0.233,,0.3245
232256,21,12,11,0,0,0,0,0,0,0,1,0,,0.5505,0.550517772,59100,,43940,43940,,18847,15065,8114,0.9545,0.1704,0.6406,
232265,16,12,14,1,0,0,0,0,0,0,0,0,,0.362,0.361995054,38849,,25441,25441,,16054,9676,6747,1,0.3917,0.5556,
232308,21,14,8,0,0,0,0,0,0,0,0,1,,0.4838,0.483814215,52106,,38285,38285,,9948,15885,6985,0.6615,0.4083,0.6209,
232414,5,1,3,0,0,0,0,0,0,0,0,0,,,,11512,,4886,10814,,3826,5977,6911,0.2409,0.363,,0.1826
232423,18,14,16,0,0,0,0,0,0,0,0,0,,0.752,0.751990521,24750,,10830,27230,,9935,9459,8772,0.7779,0.1456,0.8258,
232450,3,1,4,0,0,0,0,0,0,0,0,0,,,,11039,,4608,10536,,2882,4822,6112,0.2641,0.2421,,0.2283
232557,17,5,15,0,0,0,0,0,0,0,0,0,102,0.2979,0.297924149,37388,,21310,21310,,11353,2832,5682,0.4614,0.4557,0.4697,
232566,19,12,14,0,0,0,0,0,0,0,0,0,,0.9183,0.918325467,26592,,12720,27660,,7550,8598,7604,1,0.2248,0.6832,
232575,3,1,3,0,0,0,0,0,0,0,0,0,,,,11008,,4627,10555,,4145,5698,6670,0.2096,0.2124,,0.3905
232609,19,12,11,0,0,0,0,0,0,0,0,0,61,0.7455,0.745491803,48479,,37690,37690,,15248,11148,7551,0.7909,0.3035,0.5881,
232618,26,5,6,0,0,0,0,0,0,0,0,0,,,,,,10528,10528,,15205,15949,6370,0.4773,0.4682,,
232672,17,7,10,0,0,0,0,0,0,0,0,1,66,0.947,0.947029349,42497,,31110,31110,,13412,9388,6765,0.2671,0.5427,0.452,
232681,19,15,14,0,0,0,0,0,0,0,0,0,,0.735,0.734984106,25134,,12128,27374,,6763,8092,8146,0.6262,0.1873,0.7065,
232706,18,13,10,0,0,0,0,0,0,0,0,0,30,0.9226,0.922567288,44561,,30876,30876,,21098,10520,8399,0.4397,0.2609,0.5348,
232724,10,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,5446,10508,3639,,0.2222,,
232788,6,1,2,0,0,0,0,0,0,0,0,0,,,,11952,,4598,10526,,1615,5989,6174,0.296,0.4205,,0.3731
232797,23,5,6,0,0,0,0,0,0,0,0,0,,,,26983,,14886,14886,,17687,7618,3609,,0.6897,0.4101,
232867,3,1,3,0,0,0,0,0,0,0,0,0,,,,11720,,4585,10513,,3720,5149,7462,0.2988,0.2754,,0.2984
232885,26,5,6,0,0,0,0,0,0,0,0,0,,,,,,,,,11233,9635,7265,0.4853,0.2402,,
232919,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,28350,,15401,15401,,12869,2491,,,0.5506,,0.7952
