zip,type,city,state,county,timezone,world_region,country,latitude,longitude,irs_estimated_population_2015
42164,STANDARD,Scottsville,10,Allen County,America/Chicago,,US,36.74,-86.19,13260
42166,STANDARD,Summer Shade,10,Metcalfe County,America/Chicago,,US,36.88,-85.7,1840
42167,STANDARD,Tompkinsville,10,Monroe County,America/Chicago,,US,36.7,-85.69,6440
42170,STANDARD,Woodburn,10,Warren County,America/Chicago,,US,36.84,-86.52,1370
42171,STANDARD,Smiths Grove,10,Warren County,America/Chicago,,US,37.05,-86.2,6180
42201,PO BOX,Aberdeen,10,Butler County,America/Chicago,,US,37.25,-86.68,276
42202,STANDARD,Adairville,10,Logan County,America/Chicago,,US,36.66,-86.85,2210
42204,STANDARD,Allensville,10,Todd County,America/Chicago,,US,36.71,-87.06,660
42206,STANDARD,Auburn,10,Logan County,America/Chicago,,US,36.86,-86.71,5050
42207,STANDARD,Bee Spring,10,Edmonson County,America/Chicago,,US,37.28,-86.28,960
42210,STANDARD,Brownsville,10,Edmonson County,America/Chicago,,US,37.18,-86.25,3460
42211,STANDARD,Cadiz,10,Trigg County,America/Chicago,,US,36.86,-87.82,11000
42214,STANDARD,Center,10,Metcalfe County,America/Chicago,,US,37.14,-85.68,630
42215,STANDARD,Cerulean,10,Christian County,America/Chicago,,US,36.96,-87.66,1120
42216,PO BOX,Clifty,10,Todd County,America/Chicago,,US,36.99,-87.14,221
42217,STANDARD,Crofton,10,Christian County,America/Chicago,,US,37.04,-87.48,3250
42219,STANDARD,Dunbar,10,Butler County,America/Chicago,,US,37.18,-86.76,93
42220,STANDARD,Elkton,10,Todd County,America/Chicago,,US,36.81,-87.15,5590
42221,PO BOX,Fairview,10,Todd County,America/Chicago,,US,36.84,-87.31,85
42223,STANDARD,Fort Campbell,10,Christian County,America/Chicago,,US,36.63,-87.46,11040
42232,STANDARD,Gracey,10,Christian County,America/Chicago,,US,36.85,-87.65,740
42234,STANDARD,Guthrie,10,Todd County,America/Chicago,,US,36.65,-87.17,1840
42236,STANDARD,Herndon,10,Christian County,America/Chicago,,US,36.71,-87.6,860
42240,STANDARD,Hopkinsville,10,Christian County,America/Chicago,,US,36.85,-87.49,34980
42241,PO BOX,Hopkinsville,10,Christian County,America/Chicago,,US,36.85,-87.49,1138
42252,STANDARD,Jetson,10,Butler County,America/Chicago,,US,37.23,-86.51,38
42254,STANDARD,La Fayette,10,Christian County,America/Chicago,,US,36.66,-87.65,220
42256,STANDARD,Lewisburg,10,Logan County,America/Chicago,,US,36.98,-86.95,3900
42259,STANDARD,Mammoth Cave,10,Edmonson County,America/Chicago,,US,37.24,-86.15,740
42261,STANDARD,Morgantown,10,Butler County,America/Chicago,,US,37.21,-86.7,8950
42262,STANDARD,Oak Grove,10,Christian County,America/Chicago,,US,36.66,-87.42,7000
42265,STANDARD,Olmstead,10,Logan County,America/Chicago,,US,36.75,-87.01,880
42266,STANDARD,Pembroke,10,Christian County,America/Chicago,,US,36.77,-87.35,2350
42273,STANDARD,Rochester,10,Butler County,America/Chicago,,US,37.2,-86.89,360
42274,STANDARD,Rockfield,10,Warren County,America/Chicago,,US,36.95,-86.6,2250
42275,STANDARD,Roundhill,10,Butler County,America/Chicago,,US,37.23,-86.45,690
42276,STANDARD,Russellville,10,Logan County,America/Chicago,,US,36.83,-86.89,12450
42280,STANDARD,Sharon Grove,10,Todd County,America/Chicago,,US,36.94,-87.09,470
42283,PO BOX,South Union,10,Logan County,America/Chicago,,US,36.87,-86.65,0
42285,STANDARD,Sweeden,10,Edmonson County,America/Chicago,,US,37.26,-86.3,340
42286,STANDARD,Trenton,10,Todd County,America/Chicago,,US,36.72,-87.26,1370
42287,STANDARD,Welchs Creek,10,Butler County,America/Chicago,,US,37.31,-86.52,177
42288,PO BOX,Woodbury,10,Butler County,America/Chicago,,US,37.18,-86.63,39
42301,STANDARD,Owensboro,10,Daviess County,America/Chicago,,US,37.75,-87.11,38210
42302,PO BOX,Owensboro,10,Daviess County,America/Chicago,,US,37.75,-87.11,555
42303,STANDARD,Owensboro,10,Daviess County,America/Chicago,,US,37.76,-87.05,35500
42304,PO BOX,Owensboro,10,Daviess County,America/Chicago,,US,37.75,-87.11,389
42320,STANDARD,Beaver Dam,10,Ohio County,America/Chicago,,US,37.4,-86.87,7680
42321,STANDARD,Beech Creek,10,Muhlenberg County,America/Chicago,,US,37.17,-87.06,430
42322,PO BOX,Beech Grove,10,McLean County,America/Chicago,,US,37.61,-87.4,166
42323,STANDARD,Beechmont,10,Muhlenberg County,America/Chicago,,US,37.17,-87.04,820
42324,STANDARD,Belton,10,Muhlenberg County,America/Chicago,,US,37.14,-86.96,960
42325,STANDARD,Bremen,10,Muhlenberg County,America/Chicago,,US,37.33,-87.27,1760
42326,STANDARD,Browder,10,Muhlenberg County,America/Chicago,,US,37.23,-87.01,300
42327,STANDARD,Calhoun,10,McLean County,America/Chicago,,US,37.54,-87.25,3580
42328,STANDARD,Centertown,10,Ohio County,America/Chicago,,US,37.41,-86.99,1210
42330,STANDARD,Central City,10,Muhlenberg County,America/Chicago,,US,37.29,-87.12,7180
42332,PO BOX,Cleaton,10,Muhlenberg County,America/Chicago,,US,37.25,-87.09,222
42333,STANDARD,Cromwell,10,Ohio County,America/Chicago,,US,37.36,-86.76,920
42334,PO BOX,Curdsville,10,Henderson County,America/Chicago,,US,37.68,-87.36,63
42337,STANDARD,Drakesboro,10,Muhlenberg County,America/Chicago,,US,37.2,-86.95,1570
42338,STANDARD,Dundee,10,Ohio County,America/Chicago,,US,37.55,-86.78,157
42339,STANDARD,Dunmor,10,Muhlenberg County,America/Chicago,,US,37.08,-87.01,760
42343,STANDARD,Fordsville,10,Ohio County,America/Chicago,,US,37.63,-86.71,1550
42344,STANDARD,Graham,10,Muhlenberg County,America/Chicago,,US,37.24,-87.29,750
42345,STANDARD,Greenville,10,Muhlenberg County,America/Chicago,,US,37.2,-87.17,8810
42347,STANDARD,Hartford,10,Ohio County,America/Chicago,,US,37.45,-86.89,5230
42348,STANDARD,Hawesville,10,Hancock County,America/Chicago,,US,37.89,-86.75,4420
42349,STANDARD,Horse Branch,10,Ohio County,America/Chicago,,US,37.4,-86.71,1120
42350,STANDARD,Island,10,McLean County,America/Chicago,,US,37.44,-87.14,1150
42351,STANDARD,Lewisport,10,Hancock County,America/Chicago,,US,37.93,-86.9,3770
42352,STANDARD,Livermore,10,McLean County,America/Chicago,,US,37.49,-87.13,1700
42354,STANDARD,Mc Henry,10,Ohio County,America/Chicago,,US,37.38,-86.93,300
42355,STANDARD,Maceo,10,Daviess County,America/Chicago,,US,37.85,-87,1640
42356,PO BOX,Maple Mount,10,Daviess County,America/Chicago,,US,37.69,-87.32,33
42361,STANDARD,Olaton,10,Ohio County,America/Chicago,,US,37.53,-86.7,450
42364,PO BOX,Pellville,10,Hancock County,America/Chicago,,US,37.75,-86.81,19
42366,STANDARD,Philpot,10,Daviess County,America/Chicago,,US,37.7,-86.93,5650
42367,STANDARD,Powderly,10,Muhlenberg County,America/Chicago,,US,37.23,-87.16,800
42368,STANDARD,Reynolds Station,10,Ohio County,America/Chicago,,US,37.69,-86.77,1170
42369,STANDARD,Rockport,10,Ohio County,America/Chicago,,US,37.33,-86.99,260
42370,PO BOX,Rosine,10,Ohio County,America/Chicago,,US,37.45,-86.74,95
42371,STANDARD,Rumsey,10,McLean County,America/Chicago,,US,37.49,-87.28,410
42372,STANDARD,Sacramento,10,McLean County,America/Chicago,,US,37.41,-87.26,1520
42374,PO BOX,South Carrollton,10,Muhlenberg County,America/Chicago,,US,37.33,-87.14,250
42375,STANDARD,Stanley,10,Daviess County,America/Chicago,,US,37.82,-87.24,0
42376,STANDARD,Utica,10,Daviess County,America/Chicago,,US,37.61,-87.07,5620
42377,PO BOX,West Louisville,10,Daviess County,America/Chicago,,US,37.73,-87.23,0
42378,STANDARD,Whitesville,10,Daviess County,America/Chicago,,US,37.68,-86.86,3080
42402,PO BOX,Baskett,10,Henderson County,America/Chicago,,US,37.78,-87.5,137
42403,STANDARD,Blackford,10,Webster County,America/Chicago,,US,37.44,-87.93,0
42404,STANDARD,Clay,10,Webster County,America/Chicago,,US,37.47,-87.82,2040
42406,STANDARD,Corydon,10,Henderson County,America/Chicago,,US,37.73,-87.7,2540
42408,STANDARD,Dawson Springs,10,Hopkins County,America/Chicago,,US,37.17,-87.68,4880
42409,STANDARD,Dixon,10,Webster County,America/Chicago,,US,37.51,-87.69,1910
42410,STANDARD,Earlington,10,Hopkins County,America/Chicago,,US,37.27,-87.51,1070
42411,STANDARD,Fredonia,10,Caldwell County,America/Chicago,,US,37.2,-88.05,1360
42413,STANDARD,Hanson,10,Hopkins County,America/Chicago,,US,37.41,-87.47,2710
42419,PO BOX,Henderson,10,Henderson County,America/Chicago,,US,37.83,-87.58,778
42420,STANDARD,Henderson,10,Henderson County,America/Chicago,,US,37.83,-87.58,32160
42431,STANDARD,Madisonville,10,Hopkins County,America/Chicago,,US,37.33,-87.5,22290
42436,STANDARD,Manitou,10,Hopkins County,America/Chicago,,US,37.41,-87.57,1220
42437,STANDARD,Morganfield,10,Union County,America/Chicago,,US,37.68,-87.9,6090
42440,PO BOX,Mortons Gap,10,Hopkins County,America/Chicago,,US,37.24,-87.46,953
42441,STANDARD,Nebo,10,Hopkins County,America/Chicago,,US,37.38,-87.64,1260
42442,STANDARD,Nortonville,10,Hopkins County,America/Chicago,,US,37.18,-87.45,2600
42444,PO BOX,Poole,10,Webster County,America/Chicago,,US,37.64,-87.64,209
42445,STANDARD,Princeton,10,Caldwell County,America/Chicago,,US,37.1,-87.88,9170
42450,STANDARD,Providence,10,Webster County,America/Chicago,,US,37.39,-87.75,3220
42451,STANDARD,Reed,10,Henderson County,America/Chicago,,US,37.87,-87.37,640
42452,STANDARD,Robards,10,Henderson County,America/Chicago,,US,37.67,-87.52,2290
42453,STANDARD,Saint Charles,10,Hopkins County,America/Chicago,,US,37.18,-87.55,500
42455,STANDARD,Sebree,10,Webster County,America/Chicago,,US,37.6,-87.52,3070
42456,STANDARD,Slaughters,10,Webster County,America/Chicago,,US,37.49,-87.5,1530
42457,PO BOX,Smith Mills,10,Henderson County,America/Chicago,,US,37.8,-87.67,297
42458,STANDARD,Spottsville,10,Henderson County,America/Chicago,,US,37.82,-87.42,860
42459,STANDARD,Sturgis,10,Union County,America/Chicago,,US,37.54,-87.98,3560
42460,PO BOX,Sullivan,10,Union County,America/Chicago,,US,37.49,-87.94,110
42461,STANDARD,Uniontown,10,Union County,America/Chicago,,US,37.77,-87.93,1280
42462,STANDARD,Waverly,10,Union County,America/Chicago,,US,37.7,-87.81,1200
42463,PO BOX,Wheatcroft,10,Webster County,America/Chicago,,US,37.48,-87.86,174
42464,STANDARD,White Plains,10,Hopkins County,America/Chicago,,US,37.18,-87.38,1560
42501,STANDARD,Somerset,10,Pulaski County,America/New_York,,US,37.08,-84.6,13030
42502,PO BOX,Somerset,10,Pulaski County,America/New_York,,US,37.08,-84.6,974
42503,STANDARD,Somerset,10,Pulaski County,America/New_York,,US,37.16,-84.52,19070
42516,STANDARD,Bethelridge,10,Casey County,America/New_York,,US,37.23,-84.76,330
42518,STANDARD,Bronston,10,Pulaski County,America/New_York,,US,36.98,-84.61,2380
42519,STANDARD,Burnside,10,Pulaski County,America/New_York,,US,36.98,-84.6,2480
42528,STANDARD,Dunnville,10,Casey County,America/New_York,,US,37.2,-85,1300
42533,STANDARD,Ferguson,10,Pulaski County,America/New_York,,US,37.06,-84.59,840
42539,STANDARD,Liberty,10,Casey County,America/New_York,,US,37.31,-84.93,7980
42541,STANDARD,Middleburg,10,Casey County,America/New_York,,US,37.35,-84.81,420
42544,STANDARD,Nancy,10,Pulaski County,America/New_York,,US,37.07,-84.75,4510
42553,STANDARD,Science Hill,10,Pulaski County,America/New_York,,US,37.17,-84.63,4630
42558,PO BOX,Tateville,10,Pulaski County,America/New_York,,US,36.96,-84.58,301
42564,PO BOX,West Somerset,10,Pulaski County,America/New_York,,US,37.09,-84.64,466
42565,STANDARD,Windsor,10,Casey County,America/New_York,,US,37.13,-84.91,530
42566,STANDARD,Yosemite,10,Casey County,America/New_York,,US,37.28,-84.78,510
42567,STANDARD,Eubank,10,Pulaski County,America/New_York,,US,37.27,-84.65,4610
42602,STANDARD,Albany,10,Clinton County,America/Chicago,,US,36.69,-85.13,7570
42603,STANDARD,Alpha,10,Clinton County,America/Chicago,,US,36.78,-85.03,350
42629,STANDARD,Jamestown,10,Russell County,America/Chicago,,US,36.99,-85.07,3900
42631,PO BOX,Marshes Siding,10,McCreary County,America/New_York,,US,36.74,-84.48,379
42633,STANDARD,Monticello,10,Wayne County,America/Kentucky/Monticello,,US,36.84,-84.84,15060
42634,STANDARD,Parkers Lake,10,McCreary County,America/New_York,,US,36.84,-84.48,900
42635,STANDARD,Pine Knot,10,McCreary County,America/New_York,,US,36.68,-84.4,2460
42638,STANDARD,Revelo,10,McCreary County,America/New_York,,US,36.67,-84.47,232
42642,STANDARD,Russell Springs,10,Russell County,America/Chicago,,US,37.05,-85.07,10670
42647,STANDARD,Stearns,10,McCreary County,America/New_York,,US,36.69,-84.47,2580
42649,STANDARD,Strunk,10,McCreary County,America/New_York,,US,36.62,-84.43,1040
42653,STANDARD,Whitley City,10,McCreary County,America/New_York,,US,36.72,-84.47,3280
42701,STANDARD,Elizabethtown,10,Hardin County,America/New_York,,US,37.7,-85.87,44890
42702,PO BOX,Elizabethtown,10,Hardin County,America/New_York,,US,37.7,-85.87,1042
42712,STANDARD,Big Clifty,10,Grayson County,America/Chicago,,US,37.55,-86.15,1620
42713,STANDARD,Bonnieville,10,Hart County,America/Chicago,,US,37.37,-85.9,1460
42715,STANDARD,Breeding,10,Adair County,America/Chicago,,US,36.95,-85.41,310
42716,STANDARD,Buffalo,10,Larue County,America/New_York,,US,37.51,-85.7,1370
42717,STANDARD,Burkesville,10,Cumberland County,America/Chicago,,US,36.79,-85.36,4990
42718,STANDARD,Campbellsville,10,Taylor County,America/New_York,,US,37.34,-85.34,19900
42719,PO BOX,Campbellsville,10,Taylor County,America/New_York,,US,37.34,-85.34,576
42720,PO BOX,Cane Valley,10,Adair County,America/Chicago,,US,37.18,-85.31,19
42721,STANDARD,Caneyville,10,Grayson County,America/Chicago,,US,37.42,-86.48,2990
42722,STANDARD,Canmer,10,Hart County,America/Chicago,,US,37.28,-85.72,700
42724,STANDARD,Cecilia,10,Hardin County,America/New_York,,US,37.66,-85.95,4420
42726,STANDARD,Clarkson,10,Grayson County,America/Chicago,,US,37.49,-86.22,3750
42728,STANDARD,Columbia,10,Adair County,America/Chicago,,US,37.09,-85.3,12190
42729,STANDARD,Cub Run,10,Hart County,America/Chicago,,US,37.3,-86.06,1170
42731,STANDARD,Dubre,10,Cumberland County,America/Chicago,,US,36.83,-85.55,182
42732,STANDARD,Eastview,10,Hardin County,America/New_York,,US,37.58,-86.05,1560
42733,STANDARD,Elk Horn,10,Taylor County,America/New_York,,US,37.31,-85.28,1180
42740,STANDARD,Glendale,10,Hardin County,America/New_York,,US,37.6,-85.91,1680
42741,STANDARD,Glens Fork,10,Adair County,America/Chicago,,US,37.01,-85.25,210
42742,STANDARD,Gradyville,10,Adair County,America/Chicago,,US,37.08,-85.41,79
42743,STANDARD,Greensburg,10,Green County,America/Chicago,,US,37.25,-85.49,6880
42746,STANDARD,Hardyville,10,Hart County,America/Chicago,,US,37.25,-85.8,1620
42748,STANDARD,Hodgenville,10,Larue County,America/New_York,,US,37.56,-85.73,7440
42749,STANDARD,Horse Cave,10,Hart County,America/Chicago,,US,37.17,-85.91,4160
42753,STANDARD,Knifley,10,Adair County,America/Chicago,,US,37.22,-85.14,500
42754,STANDARD,Leitchfield,10,Grayson County,America/Chicago,,US,37.48,-86.29,12000
42755,PO BOX,Leitchfield,10,Grayson County,America/Chicago,,US,37.48,-86.29,707
42757,STANDARD,Magnolia,10,Hart County,America/New_York,,US,37.45,-85.75,2510
42758,PO BOX,Mannsville,10,Taylor County,America/New_York,,US,37.37,-85.2,162
42759,PO BOX,Marrowbone,10,Cumberland County,America/Chicago,,US,36.81,-85.5,282
42762,STANDARD,Millwood,10,Grayson County,America/Chicago,,US,37.46,-86.39,410
42764,STANDARD,Mount Sherman,10,Green County,America/Chicago,,US,37.43,-85.62,460
42765,STANDARD,Munfordville,10,Hart County,America/Chicago,,US,37.28,-85.89,5190
42776,STANDARD,Sonora,10,Hardin County,America/New_York,,US,37.52,-85.89,2370
42782,STANDARD,Summersville,10,Green County,America/Chicago,,US,37.34,-85.64,790
42784,STANDARD,Upton,10,Hardin County,America/New_York,,US,37.46,-85.89,2370
42788,STANDARD,White Mills,10,Hardin County,America/New_York,,US,37.55,-86.03,250
43001,STANDARD,Alexandria,41,Licking County,America/New_York,,US,40.08,-82.61,2440
43002,PO BOX,Amlin,41,Franklin County,America/New_York,,US,40.07,-83.18,79
43003,STANDARD,Ashley,41,Delaware County,America/New_York,,US,40.4,-82.95,2610
43004,STANDARD,Blacklick,41,Franklin County,America/New_York,,US,40.02,-82.8,25320
43005,PO BOX,Bladensburg,41,Knox County,America/New_York,,US,40.29,-82.28,274
43006,STANDARD,Brinkhaven,41,Holmes County,America/New_York,,US,40.47,-82.19,630
43007,PO BOX,Broadway,41,Union County,America/New_York,,US,40.33,-83.38,133
43008,PO BOX,Buckeye Lake,41,Licking County,America/New_York,,US,39.93,-82.47,2227
43009,STANDARD,Cable,41,Champaign County,America/New_York,,US,40.17,-83.64,1760
43010,PO BOX,Catawba,41,Clark County,America/New_York,,US,40,-83.62,330
43011,STANDARD,Centerburg,41,Knox County,America/New_York,,US,40.3,-82.69,6840
43013,STANDARD,Croton,41,Licking County,America/New_York,,US,40.23,-82.7,1110
43014,STANDARD,Danville,41,Knox County,America/New_York,,US,40.44,-82.26,3190
43015,STANDARD,Delaware,41,Delaware County,America/New_York,,US,40.29,-83.08,48850
43016,STANDARD,Dublin,41,Franklin County,America/New_York,,US,40.1,-83.15,38700
43017,STANDARD,Dublin,41,Franklin County,America/New_York,,US,40.11,-83.13,39840
43018,PO BOX,Etna,41,Licking County,America/New_York,,US,39.95,-82.68,460
43019,STANDARD,Fredericktown,41,Knox County,America/New_York,,US,40.47,-82.54,8600
43021,STANDARD,Galena,41,Delaware County,America/New_York,,US,40.22,-82.88,12580
43022,STANDARD,Gambier,41,Knox County,America/New_York,,US,40.37,-82.39,2140
43023,STANDARD,Granville,41,Licking County,America/New_York,,US,40.07,-82.5,11670
43025,STANDARD,Hebron,41,Licking County,America/New_York,,US,39.96,-82.49,4970
43026,STANDARD,Hilliard,41,Franklin County,America/New_York,,US,40.03,-83.14,58440
43027,PO BOX,Homer,41,Licking County,America/New_York,,US,40.22,-82.51,125
43028,STANDARD,Howard,41,Knox County,America/New_York,,US,40.38,-82.27,6870
43029,STANDARD,Irwin,41,Madison County,America/New_York,,US,40.1,-83.44,520
43030,PO BOX,Jacksontown,41,Licking County,America/New_York,,US,39.96,-82.42,216
43031,STANDARD,Johnstown,41,Licking County,America/New_York,,US,40.15,-82.68,11870
43032,PO BOX,Kilbourne,41,Delaware County,America/New_York,,US,40.33,-82.96,111
43033,PO BOX,Kirkersville,41,Licking County,America/New_York,,US,39.96,-82.6,384
43035,STANDARD,Lewis Center,41,Delaware County,America/New_York,,US,40.18,-82.99,28700
43036,PO BOX,Magnetic Springs,41,Union County,America/New_York,,US,40.35,-83.26,270
43037,STANDARD,Martinsburg,41,Knox County,America/New_York,,US,40.28,-82.32,300
43040,STANDARD,Marysville,41,Union County,America/New_York,,US,40.23,-83.37,29830
43041,UNIQUE,Marysville,41,Union County,America/New_York,,US,40.23,-83.37,0
43044,STANDARD,Mechanicsburg,41,Champaign County,America/New_York,,US,40.07,-83.55,4690
43045,STANDARD,Milford Center,41,Union County,America/New_York,,US,40.17,-83.43,1850
43046,STANDARD,Millersport,41,Fairfield County,America/New_York,,US,39.89,-82.54,2810
43047,PO BOX,Mingo,41,Champaign County,America/New_York,,US,40.18,-83.63,76
43048,PO BOX,Mount Liberty,41,Knox County,America/New_York,,US,40.35,-82.62,101
43050,STANDARD,Mount Vernon,41,Knox County,America/New_York,,US,40.39,-82.47,24160
43054,STANDARD,New Albany,41,Franklin County,America/New_York,,US,40.07,-82.8,24190
43055,STANDARD,Newark,41,Licking County,America/New_York,,US,40.06,-82.42,52060
43056,STANDARD,Heath,41,Licking County,America/New_York,,US,40.02,-82.43,15910
43058,PO BOX,Newark,41,Licking County,America/New_York,,US,40.06,-82.42,1054
43060,STANDARD,North Lewisburg,41,Champaign County,America/New_York,,US,40.22,-83.55,2270
43061,STANDARD,Ostrander,41,Delaware County,America/New_York,,US,40.26,-83.21,3960
43062,STANDARD,Pataskala,41,Licking County,America/New_York,,US,40,-82.67,27780
43064,STANDARD,Plain City,41,Madison County,America/New_York,,US,40.1,-83.27,13410
43065,STANDARD,Powell,41,Delaware County,America/New_York,,US,40.16,-83.06,41780
43066,STANDARD,Radnor,41,Delaware County,America/New_York,,US,40.39,-83.18,1190
43067,STANDARD,Raymond,41,Union County,America/New_York,,US,40.34,-83.47,1470
43068,STANDARD,Reynoldsburg,41,Franklin County,America/New_York,,US,39.95,-82.79,52040
43069,UNIQUE,Reynoldsburg,41,Franklin County,America/New_York,,US,39.95,-82.81,0
43070,PO BOX,Rosewood,41,Champaign County,America/New_York,,US,40.22,-83.96,125
43071,STANDARD,Saint Louisville,41,Licking County,America/New_York,,US,40.17,-82.41,2140
43072,STANDARD,Saint Paris,41,Champaign County,America/New_York,,US,40.12,-83.95,5260
43073,PO BOX,Summit Station,41,Licking County,America/New_York,,US,40,-82.75,251
43074,STANDARD,Sunbury,41,Delaware County,America/New_York,,US,40.24,-82.86,12480
43076,STANDARD,Thornville,41,Perry County,America/New_York,,US,39.89,-82.41,8000
43077,PO BOX,Unionville Center,41,Union County,America/New_York,,US,40.14,-83.34,234
43078,STANDARD,Urbana,41,Champaign County,America/New_York,,US,40.1,-83.75,17950
43080,STANDARD,Utica,41,Licking County,America/New_York,,US,40.23,-82.44,4740
43081,STANDARD,Westerville,41,Franklin County,America/New_York,,US,40.12,-82.91,56420
43082,STANDARD,Westerville,41,Delaware County,America/New_York,,US,40.15,-82.88,30910
43083,PO BOX,Westville,41,Champaign County,America/New_York,,US,40.08,-83.86,98
43084,STANDARD,Woodstock,41,Champaign County,America/New_York,,US,40.17,-83.52,750
43085,STANDARD,Columbus,41,Franklin County,America/New_York,,US,40.1,-83.01,24230
43086,PO BOX,Westerville,41,Franklin County,America/New_York,,US,40.12,-82.91,646
43093,UNIQUE,Newark,41,Licking County,America/New_York,,US,40.06,-82.42,0
43098,UNIQUE,Hebron,41,Licking County,America/New_York,,US,39.96,-82.49,0
43101,PO BOX,Adelphi,41,Ross County,America/New_York,,US,39.46,-82.75,388
43102,STANDARD,Amanda,41,Fairfield County,America/New_York,,US,39.65,-82.74,4220
43103,STANDARD,Ashville,41,Pickaway County,America/New_York,,US,39.71,-82.95,10330
43105,STANDARD,Baltimore,41,Fairfield County,America/New_York,,US,39.84,-82.6,7730
43106,STANDARD,Bloomingburg,41,Fayette County,America/New_York,,US,39.64,-83.42,1550
43107,STANDARD,Bremen,41,Fairfield County,America/New_York,,US,39.7,-82.43,2890
43109,PO BOX,Brice,41,Franklin County,America/New_York,,US,39.92,-82.83,315
43110,STANDARD,Canal Winchester,41,Franklin County,America/New_York,,US,39.84,-82.82,34950
43111,PO BOX,Carbon Hill,41,Hocking County,America/New_York,,US,39.5,-82.24,261
43112,STANDARD,Carroll,41,Fairfield County,America/New_York,,US,39.79,-82.7,4600
43113,STANDARD,Circleville,41,Pickaway County,America/New_York,,US,39.6,-82.93,20420
43115,STANDARD,Clarksburg,41,Ross County,America/New_York,,US,39.5,-83.15,1190
43116,STANDARD,Commercial Point,41,Pickaway County,America/New_York,,US,39.77,-83.06,2180
43117,PO BOX,Derby,41,Pickaway County,America/New_York,,US,39.77,-83.21,175
43119,STANDARD,Galloway,41,Franklin County,America/New_York,,US,39.93,-83.19,28160
43123,STANDARD,Grove City,41,Franklin County,America/New_York,,US,39.87,-83.07,59960
43125,STANDARD,Groveport,41,Franklin County,America/New_York,,US,39.86,-82.89,12020
43126,PO BOX,Harrisburg,41,Franklin County,America/New_York,,US,39.81,-83.17,410
43127,PO BOX,Haydenville,41,Hocking County,America/New_York,,US,39.48,-82.32,216
43128,STANDARD,Jeffersonville,41,Fayette County,America/New_York,,US,39.65,-83.55,1990
43130,STANDARD,Lancaster,41,Fairfield County,America/New_York,,US,39.72,-82.59,50770
43135,STANDARD,Laurelville,41,Hocking County,America/New_York,,US,39.47,-82.73,3700
43136,STANDARD,Lithopolis,41,Fairfield County,America/New_York,,US,39.8,-82.81,1480
43137,STANDARD,Lockbourne,41,Pickaway County,America/New_York,,US,39.8,-82.97,2310
43138,STANDARD,Logan,41,Hocking County,America/New_York,,US,39.53,-82.4,15350
43140,STANDARD,London,41,Madison County,America/New_York,,US,39.88,-83.44,17580
43142,PO BOX,Milledgeville,41,Fayette County,America/New_York,,US,39.59,-83.59,96
43143,STANDARD,Mount Sterling,41,Madison County,America/New_York,,US,39.71,-83.26,5280
43144,PO BOX,Murray City,41,Hocking County,America/New_York,,US,39.53,-82.19,428
43145,STANDARD,New Holland,41,Pickaway County,America/New_York,,US,39.55,-83.25,1670
43146,STANDARD,Orient,41,Pickaway County,America/New_York,,US,39.8,-83.15,8420
43147,STANDARD,Pickerington,41,Fairfield County,America/New_York,,US,39.89,-82.76,40210
43148,STANDARD,Pleasantville,41,Fairfield County,America/New_York,,US,39.8,-82.52,2070
43149,STANDARD,Rockbridge,41,Hocking County,America/New_York,,US,39.53,-82.57,2270
43150,STANDARD,Rushville,41,Fairfield County,America/New_York,,US,39.76,-82.43,2090
43151,PO BOX,Sedalia,41,Madison County,America/New_York,,US,39.73,-83.48,329
43152,STANDARD,South Bloomingville,41,Hocking County,America/New_York,,US,39.41,-82.59,830
43153,STANDARD,South Solon,41,Madison County,America/New_York,,US,39.73,-83.61,900
43154,STANDARD,Stoutsville,41,Fairfield County,America/New_York,,US,39.6,-82.82,2890
43155,STANDARD,Sugar Grove,41,Fairfield County,America/New_York,,US,39.62,-82.54,2100
43156,PO BOX,Tarlton,41,Pickaway County,America/New_York,,US,39.55,-82.77,283
43157,PO BOX,Thurston,41,Fairfield County,America/New_York,,US,39.84,-82.55,584
43158,PO BOX,Union Furnace,41,Hocking County,America/New_York,,US,39.45,-82.36,293
43160,STANDARD,Washington Court House,41,Fayette County,America/New_York,,US,39.53,-83.43,18910
43162,STANDARD,West Jefferson,41,Madison County,America/New_York,,US,39.94,-83.3,6400
43163,STANDARD,West Rushville,41,Fairfield County,America/New_York,,US,39.76,-82.44,78
43164,STANDARD,Williamsport,41,Pickaway County,America/New_York,,US,39.58,-83.11,2160
43194,UNIQUE,Lockbourne,41,Franklin County,America/New_York,,US,39.8,-82.96,0
43195,UNIQUE,Groveport,41,Franklin County,America/New_York,,US,39.86,-82.89,0
43196,UNIQUE,Groveport,41,Franklin County,America/New_York,,US,39.86,-82.89,0
43198,UNIQUE,Groveport,41,Franklin County,America/New_York,,US,39.86,-82.89,0
43199,UNIQUE,Groveport,41,Franklin County,America/New_York,,US,39.86,-82.89,0
43201,STANDARD,Columbus,41,Franklin County,America/New_York,,US,39.98,-82.98,14420
43202,STANDARD,Columbus,41,Franklin County,America/New_York,,US,40.02,-83.02,14320
43203,STANDARD,Columbus,41,Franklin County,America/New_York,,US,39.97,-82.97,6210
43204,STANDARD,Columbus,41,Franklin County,America/New_York,,US,39.96,-83.08,36370
43205,STANDARD,Columbus,41,Franklin County,America/New_York,,US,39.96,-82.96,9280
43206,STANDARD,Columbus,41,Franklin County,America/New_York,,US,39.94,-82.97,18870
